Total unique genes matched: 29
Unique genes (alphabetical order):
DCC1 (3638037)
DFI1 (3638038)
FGR2 (3637988)
GBP2 (3637992)
GLN4 (3637998)
HGT12 (3638048)
HGT13 (3638047)
LEU2 (3638034)
MAC1 (3637985)
N/A (3637977)
N/A (3637978)
N/A (3637986)
N/A (3637987)
N/A (3637990)
N/A (3637991)
N/A (3637993)
N/A (3638001)
N/A (3638032)
N/A (3638033)
N/A (3638036)
N/A (3638039)
N/A (3638040)
N/A (3638042)
N/A (3638045)
N/A (3638046)
PEL1 (3637989)
PMR1 (3638043)
PSF3 (3637999)
SPL1 (3638035)

Unique genes matched on chromosome NC_032089.1: 7
Unique genes matched on chromosome NC_032090.1: 6
Unique genes matched on chromosome NC_032091.1: 5
Unique genes matched on chromosome NC_032092.1: 4
Unique genes matched on chromosome NC_032093.1: 5
Unique genes matched on chromosome NC_032094.1: 2
Unique genes matched on chromosome NC_032095.1: 29
Unique genes matched on chromosome NC_032096.1: 7

Chromosome                                        Gene ID                                           Gene Name                                         Start                                             End                                               Transcript ID                                     Score                                             E-value                                           Identities                                        Length                                            QLength                                           Query                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Coverage
NC_032095.1                                       3638035                                           SPL1                                              62478                                             63944                                             XM_715279.1                                       889                                               0.0                                               487/488                                           1467                                              488                                               Query= 3638035|XP_720372.1|chromosome NC_032095.1|SPL1|1|62477|63943|N/A|488|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 488, '487/488 (99%)', '487/488 (99%)', 889.0, '0.0']]
NC_032092.1                                       3635687                                           HGT17                                             217108                                            218946                                            XM_717658.2                                       120                                               3.00e-29                                          128/481                                           1839                                              526                                               Query= 3638048|XP_720385.1|chromosome NC_032095.1|HGT12|1|41586|43166|N/A|526|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[75, 513, '128/481 (27%)', '212/481 (44%)', 120.0, '3e-29']]
NC_032096.1                                       3643211                                           Unknown                                           791587                                            792717                                            XM_710069.1                                       115                                               1.00e-28                                          93/347                                            1131                                              526                                               Query= 3638048|XP_720385.1|chromosome NC_032095.1|HGT12|1|41586|43166|N/A|526|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[148, 484, '93/347 (27%)', '166/347 (48%)', 115.0, '1e-28']]
NC_032093.1                                       3636420                                           MAL31                                             1074184                                           1075950                                           XM_716797.2                                       116                                               3.00e-28                                          118/461                                           1767                                              526                                               Query= 3638048|XP_720385.1|chromosome NC_032095.1|HGT12|1|41586|43166|N/A|526|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[82, 524, '118/461 (26%)', '208/461 (45%)', 116.0, '3e-28']]
NC_032090.1                                       3635863                                           HGT20                                             526810                                            528321                                            XM_717536.2                                       88                                                4.00e-19                                          120/457                                           1512                                              526                                               Query= 3638048|XP_720385.1|chromosome NC_032095.1|HGT12|1|41586|43166|N/A|526|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[62, 474, '120/457 (26%)', '189/457 (41%)', 88.6, '4e-19']]
NC_032096.1                                       3645111                                           HGT18                                             693874                                            695364                                            XM_708165.2                                       63                                                4.00e-11                                          88/393                                            1491                                              526                                               Query= 3638048|XP_720385.1|chromosome NC_032095.1|HGT12|1|41586|43166|N/A|526|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[109, 471, '88/393 (22%)', '160/393 (41%)', 63.2, '4e-11']]
NC_032095.1                                       3637977                                           Unknown                                           38507                                             39679                                             XM_715293.1                                       717                                               0.0                                               388/390                                           1173                                              390                                               Query= 3637977|XP_720386.1|chromosome NC_032095.1|N/A|1|38506|39678|N/A|390|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[1, 390, '388/390 (99%)', '388/390 (99%)', 717.0, '0.0']]
NC_032095.1                                       3637978                                           Unknown                                           35365                                             38295                                             XM_715294.1                                       1805                                              0.0                                               972/976                                           2931                                              976                                               Query= 3637978|XP_720387.1|chromosome NC_032095.1|N/A|-1|35364|38294|N/A|976|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 976, '972/976 (99%)', '972/976 (99%)', 1805.0, '0.0']]
NC_032095.1                                       3638034                                           LEU2                                              64158                                             65279                                             XM_715278.1                                       705                                               0.0                                               373/373                                           1122                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 373, '373/373 (100%)', '373/373 (100%)', 705.0, '0.0']]
NC_032096.1                                       3640134                                           LYS12                                             332022                                            333152                                            XM_713100.1                                       129                                               1.00e-34                                          110/385                                           1131                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[2, 361, '110/385 (29%)', '179/385 (46%)', 129.0, '1e-34']]
NC_032090.1                                       3642979                                           IDH2                                              620854                                            621963                                            XM_710239.2                                       85                                                7.00e-19                                          99/361                                            1110                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[7, 361, '99/361 (27%)', '172/361 (48%)', 85.1, '7e-19']]
NC_032089.1                                       3634893                                           IDH1                                              2120305                                           2121618                                           XM_019475138.1                                    81                                                2.00e-17                                          96/352                                            1095                                              373                                               Query= 3638034|XP_720371.1|chromosome NC_032095.1|LEU2|1|64157|65278|N/A|373|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[7, 349, '96/352 (27%)', '172/352 (49%)', 81.3, '2e-17']]
NC_032095.1                                       3638033                                           Unknown                                           65303                                             68746                                             XM_715277.1                                       2206                                              0.0                                               1140/1147                                         3444                                              1147                                              Query= 3638033|XP_720370.1|chromosome NC_032095.1|N/A|-1|65302|68745|N/A|1147|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[1, 1147, '1140/1147 (99%)', '1140/1147 (99%)', 2206.0, '0.0']]
NC_032095.1                                       3638032                                           Unknown                                           69078                                             69539                                             XM_715276.1                                       281                                               1.00e-99                                          152/153                                           462                                               153                                               Query= 3638032|XP_720369.1|chromosome NC_032095.1|N/A|-1|69077|69538|N/A|153|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 153, '152/153 (99%)', '152/153 (99%)', 281.0, '1e-99']]
NC_032095.1                                       3637993                                           Unknown                                           70601                                             72361                                             XM_715275.1                                       1105                                              0.0                                               581/586                                           1761                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[1, 586, '581/586 (99%)', '581/586 (99%)', 1105.0, '0.0']]
NC_032096.1                                       3647318                                           Unknown                                           1470593                                           1472848                                           XM_705982.2                                       87                                                1.00e-18                                          96/346                                            2256                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 485, '96/346 (28%)', '154/346 (45%)', 87.8, '1e-18']]
NC_032089.1                                       3644420                                           Unknown                                           2429970                                           2432009                                           XM_708824.2                                       85                                                9.00e-18                                          106/381                                           2040                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[124, 488, '106/381 (28%)', '177/381 (46%)', 85.1, '9e-18']]
NC_032092.1                                       3641810                                           CFL1                                              1272201                                           1274483                                           XM_711478.2                                       84                                                1.00e-17                                          85/339                                            2283                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 475, '85/339 (25%)', '145/339 (43%)', 84.7, '1e-17']]
NC_032092.1                                       3641789                                           FRE3                                              1291227                                           1293410                                           XM_711485.2                                       84                                                2.00e-17                                          82/349                                            2184                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 474, '82/349 (23%)', '140/349 (40%)', 84.3, '2e-17']]
NC_032092.1                                       3646841                                           FRE10                                             923039                                            925159                                            XM_706451.1                                       81                                                1.00e-16                                          91/335                                            2121                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 476, '91/335 (27%)', '149/335 (44%)', 81.6, '1e-16']]
NC_032092.1                                       3641811                                           CFL2                                              1276925                                           1279141                                           XM_711479.2                                       80                                                3.00e-16                                          86/335                                            2217                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 475, '86/335 (26%)', '151/335 (45%)', 80.5, '3e-16']]
NC_032093.1                                       3642612                                           CFL5                                              308742                                            310874                                            XM_710601.2                                       77                                                3.00e-15                                          89/354                                            2133                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[147, 491, '89/354 (25%)', '159/354 (45%)', 77.0, '3e-15']]
NC_032092.1                                       3645005                                           FRP1                                              15792                                             17456                                             XM_708222.2                                       76                                                4.00e-15                                          71/261                                            1665                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[340, 584, '71/261 (27%)', '120/261 (46%)', 76.6, '4e-15']]
NC_032093.1                                       3642639                                           CFL4                                              303368                                            305500                                            XM_710602.2                                       72                                                9.00e-14                                          83/353                                            2133                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 488, '83/353 (24%)', '148/353 (42%)', 72.4, '9e-14']]
NC_032096.1                                       3646059                                           Unknown                                           1589557                                           1591749                                           XM_707252.2                                       70                                                2.00e-13                                          70/271                                            2193                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[146, 410, '70/271 (26%)', '122/271 (45%)', 70.9, '2e-13']]
NC_032090.1                                       3643452                                           FRE9                                              1049141                                           1051390                                           XM_709804.2                                       69                                                7.00e-13                                          88/360                                            2250                                              586                                               Query= 3637993|XP_720368.1|chromosome NC_032095.1|N/A|1|70600|72360|N/A|586|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[147, 499, '88/360 (24%)', '153/360 (43%)', 69.7, '7e-13']]
NC_032095.1                                       3637992                                           GBP2                                              72658                                             74332                                             XM_019475474.1                                    688                                               0.0                                               354/355                                           1311                                              436                                               Query= 3637992|XP_019331019.1|chromosome NC_032095.1|GBP2|-1|72657|74331|N/A|436|No description available                                                                                                                                                                                                                                                                                                                                                                                                           [[82, 436, '354/355 (99%)', '354/355 (99%)', 688.0, '0.0']]
NC_032089.1                                       3639341                                           Unknown                                           28286                                             29488                                             XM_713957.1                                       72                                                3.00e-14                                          58/214                                            1203                                              436                                               Query= 3637992|XP_019331019.1|chromosome NC_032095.1|GBP2|-1|72657|74331|N/A|436|No description available                                                                                                                                                                                                                                                                                                                                                                                                           [[218, 429, '58/214 (27%)', '94/214 (44%)', 72.4, '3e-14']]
NC_032091.1                                       3636592                                           Unknown                                           442844                                            445369                                            XM_716630.2                                       66                                                5.00e-12                                          85/355                                            2526                                              436                                               Query= 3637992|XP_019331019.1|chromosome NC_032095.1|GBP2|-1|72657|74331|N/A|436|No description available                                                                                                                                                                                                                                                                                                                                                                                                           [[92, 434, '85/355 (24%)', '136/355 (38%)', 66.2, '5e-12']]
NC_032089.1                                       3647991                                           NOP4                                              908570                                            910795                                            XM_705314.2                                       64                                                1.00e-11                                          60/223                                            2226                                              436                                               Query= 3637992|XP_019331019.1|chromosome NC_032095.1|GBP2|-1|72657|74331|N/A|436|No description available                                                                                                                                                                                                                                                                                                                                                                                                           [[82, 297, '60/223 (27%)', '96/223 (43%)', 64.7, '1e-11']]
NC_032095.1                                       3637991                                           Unknown                                           74657                                             75454                                             XM_715273.1                                       472                                               1.00e-171                                         263/265                                           798                                               265                                               Query= 3637991|XP_720366.1|chromosome NC_032095.1|N/A|-1|74656|75453|N/A|265|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 265, '263/265 (99%)', '263/265 (99%)', 472.0, '1e-171']]
NC_032095.1                                       3637990                                           Unknown                                           75620                                             76342                                             XM_715272.1                                       422                                               1.00e-152                                         238/240                                           723                                               240                                               Query= 3637990|XP_720365.1|chromosome NC_032095.1|N/A|1|75619|76341|N/A|240|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[1, 240, '238/240 (99%)', '238/240 (99%)', 422.0, '1e-152']]
NC_032095.1                                       3637989                                           PEL1                                              76425                                             77930                                             XM_715271.1                                       1034                                              0.0                                               499/501                                           1506                                              501                                               Query= 3637989|XP_720364.1|chromosome NC_032095.1|PEL1|-1|76424|77929|N/A|501|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[1, 501, '499/501 (99%)', '499/501 (99%)', 1034.0, '0.0']]
NC_032095.1                                       3637988                                           FGR2                                              79446                                             80990                                             XM_715270.1                                       998                                               0.0                                               514/514                                           1545                                              514                                               Query= 3637988|XP_720363.1|chromosome NC_032095.1|FGR2|1|79445|80989|N/A|514|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 514, '514/514 (100%)', '514/514 (100%)', 998.0, '0.0']]
NC_032095.1                                       3637049                                           Unknown                                           317084                                            318727                                            XM_716321.1                                       692                                               0.0                                               357/511                                           1644                                              514                                               Query= 3637988|XP_720363.1|chromosome NC_032095.1|FGR2|1|79445|80989|N/A|514|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[5, 514, '357/511 (70%)', '422/511 (83%)', 692.0, '0.0']]
NC_032096.1                                       3647088                                           Unknown                                           2063617                                           2065386                                           XM_706202.1                                       244                                               2.00e-74                                          176/525                                           1770                                              514                                               Query= 3637988|XP_720363.1|chromosome NC_032095.1|FGR2|1|79445|80989|N/A|514|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[34, 511, '176/525 (34%)', '269/525 (51%)', 244.0, '2e-74']]
NC_032095.1                                       3637986                                           Unknown                                           81174                                             81905                                             XM_715268.1                                       503                                               0.0                                               243/243                                           732                                               243                                               Query= 3637986|XP_720361.1|chromosome NC_032095.1|N/A|-1|81173|81904|N/A|243|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 243, '243/243 (100%)', '243/243 (100%)', 503.0, '0.0']]
NC_032095.1                                       3637987                                           Unknown                                           81346                                             81816                                             XM_715269.1                                       326                                               9.00e-116                                         156/156                                           471                                               243                                               Query= 3637986|XP_720361.1|chromosome NC_032095.1|N/A|-1|81173|81904|N/A|243|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[31, 186, '156/156 (100%)', '156/156 (100%)', 326.0, '9e-116']]
NC_032095.1                                       3637987                                           Unknown                                           81346                                             81816                                             XM_715269.1                                       313                                               4.00e-112                                         154/156                                           471                                               156                                               Query= 3637987|XP_720362.1|chromosome NC_032095.1|N/A|1|81345|81815|N/A|156|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[1, 156, '154/156 (99%)', '154/156 (99%)', 313.0, '4e-112']]
NC_032095.1                                       3637986                                           Unknown                                           81174                                             81905                                             XM_715268.1                                       316                                               5.00e-112                                         154/156                                           732                                               156                                               Query= 3637987|XP_720362.1|chromosome NC_032095.1|N/A|1|81345|81815|N/A|156|No description available                                                                                                                                                                                                                                                                                                                                                                                                                [[1, 156, '154/156 (99%)', '154/156 (99%)', 316.0, '5e-112']]
NC_032095.1                                       3637985                                           MAC1                                              82584                                             83879                                             XM_715267.1                                       773                                               0.0                                               427/431                                           1296                                              431                                               Query= 3637985|XP_720360.1|chromosome NC_032095.1|MAC1|1|82583|83878|N/A|431|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 431, '427/431 (99%)', '427/431 (99%)', 773.0, '0.0']]
NC_032095.1                                       3638001                                           Unknown                                           84177                                             87452                                             XM_715266.1                                       1889                                              0.0                                               1065/1072                                         3276                                              1091                                              Query= 3638001|XP_720359.1|chromosome NC_032095.1|N/A|1|84176|87451|N/A|1091|No description available                                                                                                                                                                                                                                                                                                                                                                                                               [[1, 1072, '1065/1072 (99%)', '1065/1072 (99%)', 1889.0, '0.0']]
NC_032095.1                                       3637999                                           PSF3                                              87578                                             88111                                             XM_715264.1                                       355                                               3.00e-128                                         176/177                                           534                                               177                                               Query= 3637999|XP_720357.1|chromosome NC_032095.1|PSF3|-1|87577|88110|N/A|177|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[1, 177, '176/177 (99%)', '176/177 (99%)', 355.0, '3e-128']]
NC_032095.1                                       3637998                                           GLN4                                              88681                                             91080                                             XM_715263.1                                       1615                                              0.0                                               799/799                                           2400                                              799                                               Query= 3637998|XP_720356.1|chromosome NC_032095.1|GLN4|-1|88680|91079|N/A|799|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[1, 799, '799/799 (100%)', '799/799 (100%)', 1615.0, '0.0']]
NC_032095.1                                       3638029                                           GUS1                                              101629                                            103806                                            XM_715256.1                                       247                                               1.00e-71                                          165/439                                           2178                                              799                                               Query= 3637998|XP_720356.1|chromosome NC_032095.1|GLN4|-1|88680|91079|N/A|799|No description available                                                                                                                                                                                                                                                                                                                                                                                                              [[251, 683, '165/439 (38%)', '234/439 (53%)', 247.0, '1e-71']]
